telescopes,bjd_alt,bjd,RA_move,DEC_move,fwhm,PWV,diff_flux_pwv,diff_flux,diff_flux_use,diff_flux_use_key,diff_error
Ganymede,1.0994424999691548,2458672.6390439817,0.7516495336894877,-6.585356674215291,3.940000057220459,3.5955309137081106,0.9967762417736798,0.9982744993036238,0.9967762417736798,0.0,0.0023383606522747033
Ganymede,1.10002019982785,2458672.6396216815,0.7658246069331653,-6.748962185403798,4.46999979019165,3.7025413531834976,0.9954038953328195,0.9966399523737616,0.9954038953328195,0.0,0.002337153103350718
Ganymede,1.100595699902624,2458672.6401971816,0.8042567691882141,-6.6883304445655085,4.199999809265137,3.80916585393463,0.995155963497543,0.9961361473658437,0.995155963497543,0.0,0.0023382211631876896
Ganymede,1.101169199962169,2458672.6407706817,0.8318986001540907,-6.829690280428622,4.360000133514404,3.746282569936701,0.9973323678284052,0.9984634243955814,0.9973323678284052,0.0,0.00234743700123257
Ganymede,1.1017511997371914,2458672.6413526814,0.8491850796272047,-6.5993321119458415,4.179999828338623,3.541878028394857,1.0001979648471193,1.0018295938078585,1.0001979648471193,0.0,0.0023560085828081413
Ganymede,1.1023346998728814,2458672.6419361816,0.8973296585609205,-6.888515400758479,4.199999809265137,3.3534596656089826,0.9962143882222434,0.9983088653348604,0.9962143882222434,0.0,0.0023478157962277513
Ganymede,1.1029124998487534,2458672.6425139816,0.8161113190581091,-6.71973198937485,3.890000104904175,3.3592848331800003,0.9999026807111132,1.0019893665690156,0.9999026807111132,0.0,0.002358036974841523
Ganymede,1.1034949997439982,2458672.6430964814,0.8528175431420095,-6.768094847968314,4.210000038146973,3.3651566671673456,0.9979262094156675,0.9999931145578212,0.9979262094156675,0.0,0.002355999622059719
Ganymede,1.1040756998583676,2458672.6436771816,0.8838431074400432,-6.908905874064658,4.46999979019165,3.363849416418339,1.0006535158340615,1.0027285207136645,1.0006535158340615,0.0,0.002361665439971303
Ganymede,1.104650999698788,2458672.6442524814,0.8094073592801578,-7.044036055973265,4.239999771118164,3.359292665230791,0.9960613506749888,0.9981374506893583,0.9960613506749888,0.0,0.0023503682893217283
Ganymede,1.1052280001342298,2458672.644829482,0.9974943309207447,-7.118685389927123,4.559999942779541,3.358207169478069,0.9973964226917852,0.9994771512333814,0.9973964226917852,0.0,0.002356280322573539
Ganymede,1.1058098997920753,2458672.6454113815,1.0199814944644459,-7.019176307192538,4.070000171661377,3.3661665826241127,1.000017065345,1.0020821687861063,1.000017065345,0.0,0.002365573543406532
Ganymede,1.1063891000114383,2458672.6459905817,1.045060267962981,-7.091382409504149,4.019999980926514,3.374091169630955,0.9992675766050837,1.0013101119038894,0.9992675766050837,0.0,0.00236756694572968
Ganymede,1.106971000134945,2458672.646572482,1.2704302280326374,-7.058739247790072,3.75,3.374257666424374,1.0009346907262184,1.0029792187295472,1.0009346907262184,0.0,0.002371904417127897
